YEAR,Rk,TEAM,GP,W,L,T,PTS,PTS%,GF,GA,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,PO,AvAge,OL,SOW,SOL
2000,11.0,Los Angeles Kings,82,39,27,12.0,94,0.573,245,228,0.3,0.09,2.99,2.78,60,356,16.85,66,373,82.31,4,12,16.0,15.9,2421,10.1,2290,0.9,2,YES,28.0,4.0,,
2000,12.0,Phoenix Coyotes,82,39,31,8.0,90,0.549,232,228,0.15,0.1,2.83,2.78,37,310,11.94,43,306,85.95,14,7,11.3,11.1,2212,10.5,2334,0.902,6,YES,29.6,4.0,,
2000,13.0,Pittsburgh Penguins,82,37,31,8.0,88,0.537,241,236,-0.03,-0.09,2.94,2.88,54,346,15.61,56,321,82.55,7,11,14.7,14.5,2137,11.3,2356,0.9,4,YES,26.8,6.0,,
2000,14.0,Edmonton Oilers,82,32,26,16.0,88,0.537,226,212,0.22,0.05,2.76,2.59,53,336,15.77,54,369,85.37,9,4,16.2,14.9,2310,9.8,2318,0.909,2,YES,26.0,8.0,,
2000,15.0,San Jose Sharks,82,35,30,10.0,87,0.53,225,214,0.23,0.1,2.74,2.61,62,377,16.45,61,372,83.6,16,4,15.7,14.8,2248,10.0,2357,0.909,5,YES,27.6,7.0,,
2000,16.0,Buffalo Sabres,82,35,32,11.0,85,0.518,213,204,0.01,-0.1,2.6,2.49,37,351,10.54,54,361,85.04,8,10,14.2,13.5,2228,9.6,2207,0.908,8,YES,26.5,4.0,,
2000,17.0,Carolina Hurricanes,82,37,35,10.0,84,0.512,217,216,-0.1,-0.11,2.65,2.63,58,342,16.96,40,253,84.19,3,7,9.7,11.8,2161,10.0,2141,0.899,6,NO,29.4,0.0,,
2000,18.0,Vancouver Canucks,82,30,29,15.0,83,0.506,227,237,-0.01,0.11,2.77,2.89,51,323,15.79,63,322,80.43,9,7,12.5,12.2,2187,10.4,2292,0.897,1,NO,27.0,8.0,,
2000,19.0,Montreal Canadiens,82,35,34,9.0,83,0.506,196,194,-0.06,-0.09,2.39,2.37,54,323,16.72,40,302,86.75,7,8,12.8,12.8,2135,9.2,2264,0.914,8,NO,27.6,4.0,,
2000,20.0,Mighty Ducks of Anaheim,82,34,33,12.0,83,0.506,217,227,0.02,0.14,2.65,2.77,55,332,16.57,62,296,79.05,4,8,11.2,12.9,2352,9.2,2259,0.9,5,NO,27.6,3.0,,
2000,21.0,Chicago Blackhawks,82,33,37,10.0,78,0.476,242,245,0.1,0.13,2.95,2.99,52,325,16.0,58,355,83.66,10,13,17.4,17.3,2106,11.5,2397,0.898,4,NO,27.1,2.0,,
2000,22.0,Calgary Flames,82,31,36,10.0,77,0.47,211,256,-0.42,0.13,2.57,3.12,59,330,17.88,74,365,79.73,4,8,15.4,15.5,2468,8.5,2381,0.892,5,NO,26.5,5.0,,
2000,23.0,New York Rangers,82,29,38,12.0,73,0.445,218,246,-0.39,-0.05,2.66,3.0,55,325,16.92,49,292,83.22,5,9,11.1,12.5,2416,9.0,2446,0.899,0,NO,29.6,3.0,,
2000,24.0,Boston Bruins,82,24,33,19.0,73,0.445,210,248,-0.52,-0.06,2.56,3.02,51,355,14.37,55,268,79.48,0,4,10.5,13.1,2516,8.3,2273,0.891,6,NO,26.8,6.0,,
2000,25.0,Nashville Predators,82,28,40,7.0,70,0.427,199,240,-0.36,0.14,2.43,2.93,41,304,13.49,46,309,85.11,9,11,11.4,11.3,2215,9.0,2499,0.904,1,NO,26.7,7.0,,
2000,26.0,New York Islanders,82,24,48,9.0,58,0.354,194,275,-1.02,-0.03,2.37,3.35,45,320,14.06,84,420,80.0,8,8,16.7,13.8,2146,9.0,2742,0.9,3,NO,24.4,1.0,,
2000,27.0,Tampa Bay Lightning,82,19,47,9.0,54,0.329,204,310,-1.34,-0.05,2.49,3.78,51,365,13.97,77,399,80.7,9,7,20.9,19.1,2084,9.8,2494,0.876,0,NO,25.3,7.0,,
2000,28.0,Atlanta Thrashers,82,14,57,7.0,39,0.238,170,313,-1.75,0.0,2.07,3.82,44,348,12.64,76,386,80.31,6,13,17.2,16.0,2115,8.0,2543,0.877,2,NO,27.5,4.0,,
2000,,League Average,82,36,32,10.0,86,0.525,225,225,,,,,53,331,16.15,53,331,83.85,8,8,13.9,13.9,2294,9.8,2294,0.902,5,NO,27.7,4.0,,
2001,1.0,Colorado Avalanche,82,52,16,10.0,118,0.72,270,192,0.95,0.0,3.29,2.34,80,363,22.04,59,342,82.75,11,11,13.7,14.3,2395,11.3,2059,0.907,7,YES,28.4,4.0,,
2001,2.0,New Jersey Devils,82,48,19,12.0,111,0.677,295,195,1.1,-0.12,3.6,2.38,71,310,22.9,49,320,84.69,9,6,14.9,13.6,2588,11.4,2024,0.904,10,YES,28.5,3.0,,
2001,3.0,Detroit Red Wings,82,49,20,9.0,111,0.677,253,202,0.63,0.01,3.09,2.46,85,384,22.14,55,385,85.71,10,7,13.0,12.8,2650,9.5,2221,0.909,3,YES,30.1,4.0,,
2001,4.0,Ottawa Senators,82,48,21,9.0,109,0.665,274,205,0.74,-0.1,3.34,2.5,71,381,18.64,49,361,86.43,10,5,12.8,14.1,2476,11.1,2235,0.908,9,YES,25.8,4.0,,
2001,5.0,Dallas Stars,82,48,24,8.0,106,0.646,241,187,0.68,0.02,2.94,2.28,72,367,19.62,49,355,86.2,7,7,12.6,13.5,2100,11.5,2043,0.908,11,YES,29.4,2.0,,
2001,6.0,St. Louis Blues,82,43,22,12.0,103,0.628,249,195,0.67,0.01,3.04,2.38,72,385,18.7,57,389,85.35,15,7,16.2,16.4,2494,10.0,1933,0.899,10,YES,28.5,5.0,,
2001,7.0,Philadelphia Flyers,82,43,25,11.0,100,0.61,240,207,0.33,-0.07,2.93,2.52,55,350,15.71,55,314,82.48,11,9,14.3,16.1,2452,9.8,2144,0.903,11,YES,28.1,3.0,,
2001,8.0,Buffalo Sabres,82,46,30,5.0,98,0.598,218,184,0.35,-0.07,2.66,2.24,60,373,16.09,40,334,88.02,6,5,15.1,15.4,2204,9.9,2195,0.916,13,YES,28.1,1.0,,
2001,9.0,Pittsburgh Penguins,82,42,28,9.0,96,0.585,281,256,0.23,-0.07,3.43,3.12,76,375,20.27,78,405,80.74,7,11,19.2,18.7,2394,11.7,2397,0.893,3,YES,28.0,3.0,,
2001,10.0,Washington Capitals,82,41,27,10.0,96,0.585,233,211,0.16,-0.1,2.84,2.57,75,353,21.25,62,391,84.14,6,7,13.8,12.8,2348,9.9,2273,0.907,5,YES,30.1,4.0,,
2001,11.0,San Jose Sharks,82,40,27,12.0,95,0.579,217,192,0.36,0.06,2.65,2.34,57,406,14.04,61,441,86.17,8,10,16.5,16.8,2266,9.6,2169,0.911,9,YES,26.8,3.0,,
2001,12.0,Edmonton Oilers,82,39,28,12.0,93,0.567,243,222,0.32,0.07,2.96,2.71,59,398,14.82,62,382,83.77,13,4,15.6,15.5,2145,11.3,2139,0.896,8,YES,26.2,3.0,,
2001,13.0,Los Angeles Kings,82,38,28,13.0,92,0.561,252,228,0.32,0.03,3.07,2.78,71,367,19.35,72,382,81.15,14,6,14.3,14.4,2288,11.0,2160,0.894,10,YES,28.5,3.0,,
2001,14.0,Toronto Maple Leafs,82,37,29,11.0,90,0.549,232,207,0.25,-0.05,2.83,2.52,57,355,16.06,55,366,84.97,2,9,17.4,15.1,2276,10.2,2244,0.908,6,YES,29.4,5.0,,
2001,15.0,Vancouver Canucks,82,36,28,11.0,90,0.549,239,238,0.08,0.07,2.91,2.9,71,416,17.07,74,387,80.88,12,11,13.4,15.6,2434,9.8,2121,0.888,2,YES,26.7,7.0,,
2001,16.0,Phoenix Coyotes,82,35,27,17.0,90,0.549,214,212,0.07,0.05,2.61,2.59,57,343,16.62,64,432,85.19,9,6,16.2,12.4,2055,10.4,2430,0.913,6,NO,28.5,3.0,,
2001,17.0,Boston Bruins,82,36,30,8.0,88,0.537,227,249,-0.27,0.0,2.77,3.04,64,390,16.41,65,377,82.76,8,7,16.0,16.7,2359,9.6,2190,0.886,2,NO,26.9,8.0,,
2001,18.0,Carolina Hurricanes,82,38,32,9.0,88,0.537,212,225,-0.24,-0.08,2.59,2.74,72,382,18.85,45,351,87.18,6,16,13.1,13.7,2217,9.6,2206,0.898,6,YES,28.7,3.0,,
2001,19.0,Nashville Predators,82,34,36,9.0,80,0.488,186,200,-0.11,0.06,2.27,2.44,51,361,14.13,49,331,85.2,7,4,11.4,12.2,2182,8.5,2347,0.915,6,NO,27.0,3.0,,
2001,20.0,Calgary Flames,82,27,36,15.0,73,0.445,197,236,-0.37,0.11,2.4,2.88,65,435,14.94,76,378,79.89,3,11,16.6,18.8,2230,8.8,2224,0.894,8,NO,27.7,4.0,,
2001,21.0,New York Rangers,82,33,43,5.0,72,0.439,250,290,-0.53,-0.04,3.05,3.54,65,363,17.91,86,400,78.5,16,12,18.3,16.8,2345,10.7,2575,0.887,0,NO,29.5,1.0,,
2001,22.0,Chicago Blackhawks,82,29,40,8.0,71,0.433,210,246,-0.36,0.08,2.56,3.0,41,318,12.89,52,323,83.9,15,12,11.9,11.9,2160,9.7,2190,0.888,6,NO,27.8,5.0,,
2001,23.0,Columbus Blue Jackets,82,28,39,9.0,71,0.433,190,233,-0.44,0.08,2.32,2.84,56,381,14.7,70,363,80.72,3,8,14.8,14.9,2082,9.1,2475,0.906,4,NO,28.2,6.0,,
2001,24.0,Montreal Canadiens,82,28,40,8.0,70,0.427,206,232,-0.35,-0.03,2.51,2.83,68,421,16.15,60,337,82.2,5,3,12.2,15.7,2148,9.6,2296,0.899,4,NO,26.8,6.0,,
2001,25.0,Minnesota Wild,82,25,39,13.0,68,0.415,168,210,-0.42,0.09,2.05,2.56,36,374,9.63,57,373,84.72,13,14,14.3,13.8,2020,8.3,2307,0.909,6,NO,27.4,5.0,,
2001,26.0,Mighty Ducks of Anaheim,82,25,41,11.0,66,0.402,188,245,-0.6,0.1,2.29,2.99,66,373,17.69,71,390,81.79,6,13,13.7,12.6,2123,8.9,2417,0.899,6,NO,26.9,5.0,,
2001,27.0,Florida Panthers,82,22,38,13.0,66,0.402,200,246,-0.6,-0.04,2.44,3.0,46,353,13.03,64,398,83.92,8,13,18.3,18.1,2170,9.2,2559,0.904,6,NO,27.0,9.0,,
2001,28.0,Atlanta Thrashers,82,23,45,12.0,60,0.366,211,289,-0.99,-0.04,2.57,3.52,54,395,13.67,90,408,77.94,9,8,18.2,17.7,2291,9.2,2655,0.891,2,NO,27.8,2.0,,
2001,29.0,Tampa Bay Lightning,82,24,47,6.0,59,0.36,201,280,-0.98,-0.01,2.45,3.41,53,424,12.5,72,422,82.94,9,11,16.9,16.1,2014,10.0,2557,0.89,5,NO,24.6,5.0,,
2001,30.0,New York Islanders,82,21,51,7.0,52,0.317,185,268,-1.02,0.0,2.26,3.27,51,386,13.21,79,445,82.25,9,14,16.2,14.5,2257,8.2,2377,0.887,2,NO,26.8,3.0,,
2001,,League Average,82,36,32,10.0,86,0.525,226,226,,,,,63,376,16.64,63,376,83.36,9,9,15.0,15.0,2272,9.9,2272,0.901,6,NO,27.8,4.0,,
2002,1.0,Detroit Red Wings,82,51,17,10.0,116,0.707,251,187,0.83,0.05,3.06,2.28,73,359,20.33,48,343,86.01,9,7,12.7,12.9,2538,9.9,2159,0.913,7,YES,31.9,4.0,,
2002,2.0,Boston Bruins,82,43,24,6.0,101,0.616,236,201,0.33,-0.09,2.88,2.45,39,283,13.78,45,349,87.11,14,5,17.6,15.2,2595,9.1,2057,0.902,6,YES,28.1,9.0,,
2002,3.0,Toronto Maple Leafs,82,43,25,10.0,100,0.61,249,207,0.44,-0.08,3.04,2.52,54,349,15.47,51,328,84.45,9,6,14.7,15.5,2339,10.6,2044,0.899,5,YES,29.6,4.0,,
2002,4.0,Colorado Avalanche,82,45,28,8.0,99,0.604,212,169,0.58,0.06,2.59,2.06,62,344,18.02,41,315,86.98,7,7,12.2,12.6,2252,9.4,2177,0.922,11,YES,27.9,1.0,,
2002,5.0,San Jose Sharks,82,44,27,8.0,99,0.604,248,199,0.62,0.02,3.02,2.43,59,369,15.99,54,381,85.83,15,6,15.1,15.1,2228,11.1,2335,0.915,9,YES,27.9,3.0,,
2002,6.0,St. Louis Blues,82,43,27,8.0,98,0.598,227,188,0.54,0.07,2.77,2.29,62,356,17.42,56,379,85.22,5,7,16.1,15.5,2378,9.5,1847,0.898,7,YES,29.3,4.0,,
2002,7.0,Philadelphia Flyers,82,42,27,10.0,97,0.591,234,192,0.41,-0.11,2.85,2.34,39,300,13.0,40,293,86.35,8,10,15.0,15.7,2442,9.6,2139,0.91,7,YES,28.9,3.0,,
2002,8.0,Chicago Blackhawks,82,41,27,13.0,96,0.585,216,207,0.19,0.08,2.63,2.52,54,302,17.88,63,340,81.47,4,2,14.9,13.0,2271,9.5,2077,0.9,6,YES,29.4,1.0,,
2002,9.0,New York Islanders,82,42,28,8.0,96,0.585,239,220,0.15,-0.08,2.91,2.68,59,363,16.25,52,366,85.79,17,10,15.2,16.0,2319,10.3,2285,0.904,6,YES,27.5,4.0,,
2002,10.0,Los Angeles Kings,82,40,27,11.0,95,0.579,214,190,0.35,0.05,2.61,2.32,73,353,20.68,49,366,86.61,5,6,16.2,15.6,2110,10.1,2051,0.907,8,YES,28.9,4.0,,
2002,11.0,Phoenix Coyotes,82,40,27,9.0,95,0.579,228,210,0.29,0.07,2.78,2.56,53,340,15.59,60,356,83.15,8,6,13.9,14.6,2179,10.5,2349,0.911,6,YES,27.2,6.0,,
2002,12.0,New Jersey Devils,82,41,28,9.0,95,0.579,205,187,0.15,-0.07,2.5,2.28,44,261,16.86,43,265,83.77,2,8,12.1,11.8,2445,8.4,1900,0.902,4,YES,28.9,4.0,,
2002,13.0,Vancouver Canucks,82,42,30,7.0,94,0.573,254,211,0.59,0.07,3.1,2.57,69,372,18.55,57,379,84.96,3,9,16.0,15.7,2326,10.9,2078,0.898,8,YES,26.3,3.0,,
2002,14.0,Ottawa Senators,82,39,27,9.0,94,0.573,243,208,0.36,-0.07,2.96,2.54,55,331,16.62,48,307,84.36,11,5,16.3,16.6,2469,9.8,2125,0.902,10,YES,26.3,7.0,,
2002,15.0,Edmonton Oilers,82,38,28,12.0,92,0.561,205,182,0.34,0.06,2.5,2.22,51,333,15.32,50,348,85.63,12,7,15.4,14.9,2256,9.1,2120,0.914,8,NO,26.1,4.0,,
2002,16.0,Carolina Hurricanes,82,35,26,16.0,91,0.555,217,217,-0.09,-0.09,2.65,2.65,63,391,16.11,54,332,83.73,4,11,12.3,15.9,2347,9.2,2214,0.902,5,YES,29.2,5.0,,
2002,17.0,Dallas Stars,82,36,28,13.0,90,0.549,215,213,0.09,0.07,2.62,2.6,60,350,17.14,59,319,81.5,7,8,11.5,13.1,2335,9.2,2135,0.9,3,NO,30.5,5.0,,
2002,18.0,Montreal Canadiens,82,36,31,12.0,87,0.53,207,209,-0.1,-0.08,2.52,2.55,45,301,14.95,38,277,86.28,7,4,11.6,12.5,2092,9.9,2597,0.92,7,YES,28.4,3.0,,
2002,19.0,Washington Capitals,82,36,33,11.0,85,0.518,228,240,-0.25,-0.1,2.78,2.93,58,299,19.4,58,325,82.15,2,8,12.6,13.1,2293,9.9,2357,0.898,6,NO,30.1,2.0,,
2002,20.0,Buffalo Sabres,82,35,35,11.0,82,0.5,213,200,0.09,-0.07,2.6,2.44,50,375,13.33,41,304,86.51,7,6,14.6,16.0,2295,9.3,2120,0.906,4,NO,26.0,1.0,,
2002,21.0,New York Rangers,82,36,38,4.0,80,0.488,227,258,-0.43,-0.05,2.77,3.15,48,326,14.72,80,398,79.9,8,5,21.3,16.8,2392,9.5,2618,0.901,2,NO,28.9,4.0,,
2002,22.0,Calgary Flames,82,32,35,12.0,79,0.482,201,220,-0.15,0.08,2.45,2.68,55,364,15.11,66,356,81.46,10,5,19.2,19.1,2207,9.1,2242,0.902,7,NO,27.6,3.0,,
2002,23.0,Minnesota Wild,82,26,35,12.0,73,0.445,195,238,-0.41,0.11,2.38,2.9,55,373,14.75,62,362,82.87,11,9,14.6,14.0,1954,10.0,2296,0.896,6,NO,27.3,9.0,,
2002,24.0,Nashville Predators,82,28,41,13.0,69,0.421,196,230,-0.31,0.1,2.39,2.8,48,337,14.24,50,354,85.88,6,8,12.8,13.4,2019,9.7,2313,0.901,5,NO,26.8,0.0,,
2002,25.0,Mighty Ducks of Anaheim,82,29,42,8.0,69,0.421,175,198,-0.2,0.08,2.13,2.41,43,373,11.53,46,330,86.06,4,9,15.1,17.0,2142,8.2,2253,0.912,5,NO,27.0,3.0,,
2002,26.0,Pittsburgh Penguins,82,28,41,8.0,69,0.421,198,249,-0.66,-0.04,2.41,3.04,47,335,14.03,57,352,83.81,5,10,15.0,14.0,2215,8.9,2394,0.896,6,NO,26.5,5.0,,
2002,27.0,Tampa Bay Lightning,82,27,40,11.0,69,0.421,178,219,-0.58,-0.08,2.17,2.67,46,312,14.74,40,273,85.35,6,9,12.8,12.8,2179,8.2,2523,0.913,9,NO,26.4,4.0,,
2002,28.0,Florida Panthers,82,22,44,10.0,60,0.366,180,250,-0.92,-0.07,2.2,3.05,50,341,14.66,76,393,80.66,8,7,24.1,22.1,2205,8.2,2666,0.906,5,NO,26.1,6.0,,
2002,29.0,Columbus Blue Jackets,82,22,47,8.0,57,0.348,164,255,-0.97,0.14,2.0,3.11,50,356,14.04,52,306,83.01,3,8,14.4,16.2,2046,8.0,2469,0.897,3,NO,28.0,5.0,,
2002,30.0,Atlanta Thrashers,82,19,47,11.0,54,0.329,187,288,-1.27,-0.04,2.28,3.51,37,306,12.09,65,358,81.84,3,12,15.5,14.2,1984,9.4,2911,0.901,3,NO,27.1,5.0,,
2002,,League Average,82,36,32,10.0,86,0.525,215,215,,,,,53,338,15.77,53,338,84.23,7,7,15.0,15.0,2262,9.5,2262,0.905,6,NO,28.0,4.0,,
2003,1.0,Ottawa Senators,82,52,21,8.0,113,0.689,263,182,0.88,-0.11,3.21,2.22,83,391,21.23,50,332,84.94,4,8,13.6,16.5,2441,10.8,2033,0.91,8,YES,26.3,1.0,,
2003,2.0,Dallas Stars,82,46,17,15.0,111,0.677,245,169,0.94,0.01,2.99,2.06,62,327,18.96,50,346,85.55,9,6,13.9,14.0,2466,9.9,2073,0.918,11,YES,30.0,4.0,,
2003,3.0,Detroit Red Wings,82,48,20,10.0,110,0.671,269,203,0.85,0.05,3.28,2.48,76,319,23.82,55,377,85.41,11,4,14.5,13.6,2441,11.0,2361,0.914,5,YES,31.4,4.0,,
2003,4.0,New Jersey Devils,82,46,20,10.0,108,0.659,216,166,0.49,-0.12,2.63,2.02,36,303,11.88,32,264,87.88,7,4,11.3,11.2,2601,8.3,1933,0.914,10,YES,29.3,6.0,,
2003,5.0,Philadelphia Flyers,82,45,20,13.0,107,0.652,211,166,0.43,-0.12,2.57,2.02,47,328,14.33,50,338,85.21,8,8,11.9,11.9,2537,8.3,2019,0.918,8,YES,29.1,4.0,,
2003,6.0,Colorado Avalanche,82,42,19,13.0,105,0.64,251,194,0.75,0.06,3.06,2.37,68,363,18.73,63,359,82.45,5,6,13.0,13.2,2386,10.5,2322,0.916,6,YES,28.7,8.0,,
2003,7.0,Vancouver Canucks,82,45,23,13.0,104,0.634,264,208,0.74,0.05,3.22,2.54,87,419,20.76,62,389,84.06,12,10,14.0,15.0,2388,11.1,2185,0.905,4,YES,26.9,1.0,,
2003,8.0,St. Louis Blues,82,41,24,11.0,99,0.604,253,222,0.43,0.05,3.09,2.71,80,391,20.46,71,389,81.75,11,7,19.6,17.9,2301,11.0,2047,0.892,8,YES,29.6,6.0,,
2003,9.0,Toronto Maple Leafs,82,44,28,7.0,98,0.598,236,208,0.26,-0.08,2.88,2.54,63,359,17.55,56,426,86.85,11,7,16.7,13.7,2152,11.0,2423,0.914,7,YES,30.4,3.0,,
2003,10.0,Mighty Ducks of Anaheim,82,40,27,9.0,95,0.579,203,193,0.19,0.07,2.48,2.35,56,348,16.09,42,333,87.39,8,5,11.4,11.9,2246,9.0,2377,0.919,9,YES,27.7,6.0,,
2003,11.0,Minnesota Wild,82,42,29,10.0,95,0.579,198,178,0.32,0.08,2.41,2.17,52,366,14.21,43,308,86.04,9,5,12.6,13.9,2086,9.5,2335,0.924,6,YES,28.0,1.0,,
2003,12.0,Tampa Bay Lightning,82,36,25,16.0,93,0.567,219,210,-0.01,-0.12,2.67,2.56,70,391,17.9,55,316,82.59,6,5,12.8,14.3,2395,9.1,2298,0.909,6,YES,26.8,5.0,,
2003,13.0,Washington Capitals,82,39,29,8.0,92,0.561,224,220,-0.06,-0.11,2.73,2.68,57,331,17.22,72,384,81.25,8,4,15.2,13.5,2223,10.1,2454,0.91,4,YES,29.1,6.0,,
2003,14.0,Edmonton Oilers,82,36,26,11.0,92,0.561,231,230,0.12,0.11,2.82,2.8,56,386,14.51,61,351,82.62,13,8,14.5,15.0,2292,10.1,2248,0.898,7,YES,26.6,9.0,,
2003,15.0,Boston Bruins,82,36,31,11.0,87,0.53,245,237,0.02,-0.08,2.99,2.89,59,325,18.15,65,375,82.67,10,11,16.4,15.0,2636,9.3,2322,0.898,2,YES,27.9,4.0,,
2003,16.0,New York Islanders,82,35,34,11.0,83,0.506,224,231,-0.16,-0.07,2.73,2.82,58,384,15.1,67,405,83.46,12,5,14.9,14.6,2427,9.2,2318,0.9,3,YES,27.7,2.0,,
2003,17.0,Los Angeles Kings,82,33,36,6.0,79,0.482,203,221,-0.13,0.09,2.48,2.7,52,354,14.69,62,371,83.29,8,4,13.4,13.3,2272,8.9,2141,0.897,7,NO,28.4,7.0,,
2003,18.0,Chicago Blackhawks,82,30,33,13.0,79,0.482,207,226,-0.14,0.09,2.52,2.76,39,308,12.66,56,369,84.82,8,8,14.1,12.2,2279,9.1,2345,0.904,9,NO,29.6,6.0,,
2003,19.0,New York Rangers,82,32,36,10.0,78,0.476,210,231,-0.33,-0.08,2.56,2.82,55,339,16.22,73,388,81.19,8,8,15.8,14.2,2465,8.5,2426,0.905,6,NO,29.4,4.0,,
2003,20.0,Phoenix Coyotes,82,31,35,11.0,78,0.476,204,230,-0.23,0.08,2.49,2.8,55,385,14.29,77,412,81.31,4,11,17.2,16.9,2297,8.9,2458,0.906,3,NO,27.5,5.0,,
2003,21.0,Montreal Canadiens,82,30,35,8.0,77,0.47,206,234,-0.39,-0.05,2.51,2.85,44,315,13.97,58,317,81.7,2,6,10.7,11.0,2119,9.7,2678,0.913,4,NO,28.9,9.0,,
2003,22.0,Calgary Flames,82,29,36,13.0,75,0.457,186,228,-0.37,0.14,2.27,2.78,47,389,12.08,65,389,83.29,5,10,16.7,16.5,2341,7.9,2222,0.897,4,NO,27.4,4.0,,
2003,23.0,Nashville Predators,82,27,35,13.0,74,0.451,183,206,-0.17,0.11,2.23,2.51,58,418,13.88,61,353,82.72,2,8,11.7,13.3,2316,7.9,2252,0.909,3,NO,27.1,7.0,,
2003,24.0,Atlanta Thrashers,82,31,39,7.0,74,0.451,226,284,-0.78,-0.07,2.76,3.46,64,371,17.25,65,355,81.69,8,14,15.0,15.8,2163,10.4,2593,0.89,2,NO,27.1,5.0,,
2003,25.0,San Jose Sharks,82,28,37,9.0,73,0.445,214,239,-0.21,0.1,2.61,2.91,68,375,18.13,68,358,81.01,5,10,13.2,14.3,2303,9.3,2392,0.9,5,NO,27.5,8.0,,
2003,26.0,Buffalo Sabres,82,27,37,10.0,72,0.439,190,219,-0.4,-0.05,2.32,2.67,51,354,14.41,53,363,85.4,8,11,15.2,14.7,2345,8.1,2296,0.905,6,NO,25.9,8.0,,
2003,27.0,Florida Panthers,82,24,36,13.0,70,0.427,176,237,-0.78,-0.03,2.15,2.89,49,347,14.12,66,356,81.46,7,9,13.6,14.4,2229,7.9,2724,0.913,7,NO,25.1,9.0,,
2003,28.0,Columbus Blue Jackets,82,29,42,8.0,69,0.421,213,263,-0.51,0.11,2.6,3.21,71,410,17.32,60,409,85.33,12,9,18.0,18.9,2143,9.9,2641,0.9,5,NO,27.7,3.0,,
2003,29.0,Pittsburgh Penguins,82,27,44,6.0,65,0.396,189,255,-0.85,-0.04,2.3,3.11,66,360,18.33,58,352,83.52,3,10,13.3,11.8,2079,9.1,2535,0.899,4,NO,27.8,5.0,,
2003,30.0,Carolina Hurricanes,82,22,43,11.0,61,0.372,171,240,-0.9,-0.06,2.09,2.93,58,420,13.81,71,392,81.89,6,9,14.5,16.1,2414,7.1,2332,0.897,5,NO,28.5,6.0,,
2003,,League Average,82,36,31,10.0,87,0.532,218,218,,,,,60,363,16.43,60,363,83.57,8,8,14.3,14.3,2326,9.4,2326,0.906,6,NO,28.1,5.0,,
2004,1.0,Detroit Red Wings,82,48,21,11.0,109,0.665,255,189,0.72,-0.09,3.11,2.3,63,314,20.06,42,317,86.75,15,5,11.5,11.2,2484,10.3,2151,0.912,7,YES,31.9,2.0,,
2004,2.0,Tampa Bay Lightning,82,46,22,8.0,106,0.646,245,192,0.56,-0.09,2.99,2.34,55,339,16.22,42,278,84.89,15,4,11.6,13.1,2460,10.0,2085,0.908,4,YES,28.1,6.0,,
2004,3.0,Boston Bruins,82,41,19,15.0,104,0.634,209,188,0.29,0.03,2.55,2.29,48,300,16.0,55,335,83.58,7,13,14.5,12.8,2500,8.4,2280,0.918,7,YES,27.9,7.0,,
2004,4.0,San Jose Sharks,82,43,21,12.0,104,0.634,219,183,0.4,-0.04,2.67,2.23,56,337,16.62,47,319,85.27,9,9,13.1,13.6,2300,9.5,2373,0.923,11,YES,26.8,6.0,,
2004,5.0,Toronto Maple Leafs,82,45,24,10.0,103,0.628,242,204,0.48,0.02,2.95,2.49,75,373,20.11,64,386,83.42,8,8,17.5,16.3,2253,10.7,2166,0.906,11,YES,30.7,3.0,,
2004,6.0,Ottawa Senators,82,43,23,10.0,102,0.622,262,189,0.88,-0.01,3.2,2.3,80,370,21.62,57,347,83.57,6,8,15.3,16.4,2421,10.8,2040,0.907,8,YES,27.0,6.0,,
2004,7.0,Vancouver Canucks,82,43,24,10.0,101,0.616,235,194,0.52,0.02,2.87,2.37,56,376,14.89,50,360,86.11,5,8,15.2,15.4,2379,9.9,2183,0.911,8,YES,27.5,5.0,,
2004,8.0,Philadelphia Flyers,82,40,21,15.0,101,0.616,229,186,0.47,-0.05,2.79,2.27,65,314,20.7,58,348,83.33,7,3,16.3,15.7,2410,9.5,2092,0.911,7,YES,29.7,6.0,,
2004,9.0,Colorado Avalanche,82,40,22,13.0,100,0.61,236,198,0.48,0.02,2.88,2.41,74,363,20.39,58,357,83.75,7,14,15.4,15.4,2410,9.8,2325,0.915,4,YES,27.9,7.0,,
2004,10.0,New Jersey Devils,82,43,25,12.0,100,0.61,213,164,0.54,-0.06,2.6,2.0,51,312,16.35,39,266,85.34,8,5,10.7,11.2,2433,8.8,2001,0.918,14,YES,28.8,2.0,,
2004,11.0,Dallas Stars,82,41,26,13.0,97,0.591,194,175,0.22,-0.01,2.37,2.13,52,328,15.85,44,311,85.85,5,11,13.7,13.4,2196,8.8,1902,0.908,10,YES,30.6,2.0,,
2004,12.0,Calgary Flames,82,42,30,7.0,94,0.573,200,176,0.33,0.04,2.44,2.15,54,357,15.13,53,346,84.68,11,2,17.0,17.1,2248,8.9,2090,0.916,11,YES,26.9,3.0,,
2004,13.0,Montreal Canadiens,82,41,30,7.0,93,0.567,208,192,0.23,0.04,2.54,2.34,55,319,17.24,55,314,82.48,5,6,12.5,13.0,2270,9.2,2342,0.918,6,YES,28.0,4.0,,
